case_id;line_id;from;to;time
240;5;Планирование интервью;Отклонен;617.1383861326683
241;1;Новый;Рассмотрение рекрутером;467.0730753377872
241;2;Рассмотрение рекрутером;Планирование интервью;2.636016943042976
241;3;Планирование интервью;Интервью;552.21154687471
241;4;Интервью;Интервью;1.561760403699279
241;5;Интервью;Заполнение анкеты;0.9175756646171953
241;6;Заполнение анкеты;Заполнение анкеты;296.2679734837311
241;7;Заполнение анкеты;Проверка;242.5286640597851
241;8;Проверка;Решение о найме;381.9760261764404
241;9;Решение о найме;Согласование офера в компании;144.5916478038385
241;10;Согласование офера в компании;Готов к оформлению;216.5509453691904
241;11;Готов к оформлению;Оформление;36.930213896474
241;12;Оформление;Оформлен;5.795206638504252
242;1;Новый;Рассмотрение рекрутером;616.5750360732422
242;2;Рассмотрение рекрутером;Самоотказ;3.511654144833144
242;3;Самоотказ;Отклонен;205.3086503371911
243;1;Новый;Рассмотрение рекрутером;171.5471678866035
243;2;Рассмотрение рекрутером;Самоотказ;1.227653007366389
243;3;Самоотказ;Отклонен;281.1644359080418
244;1;Новый;Рассмотрение заказчиком;345.765442696298
244;2;Рассмотрение заказчиком;Оценка кандидата;663.2557917622072
244;3;Оценка кандидата;Отклонен;119.0169868698404
245;1;Новый;Рассмотрение рекрутером;94.15060805315942
245;2;Рассмотрение рекрутером;Резерв;3.386341525140823
245;3;Резерв;Самоотказ;7209.456322634984
245;4;Самоотказ;Отклонен;121.0910150767668
246;1;Новый;Рассмотрение рекрутером;60.61778394162443
246;2;Рассмотрение рекрутером;Рассмотрение заказчиком;1.684126839276075
246;3;Рассмотрение заказчиком;Оценка кандидата;691.0581397450571
246;4;Оценка кандидата;Отклонен;67.1770727214537
247;1;Новый;Рассмотрение рекрутером;26.09329518504745
247;2;Рассмотрение рекрутером;Оценка кандидата;2.013587853857973
247;3;Оценка кандидата;Отклонен;333.7628033875794
248;1;Новый;Рассмотрение рекрутером;151.880673817708
248;2;Рассмотрение рекрутером;Планирование интервью;2.134796540092931
248;3;Планирование интервью;Отклонен;301.3168709238298
249;1;Новый;Рассмотрение заказчиком;417.7221854810205
249;2;Рассмотрение заказчиком;Интервью;197.5547706881207
249;3;Интервью;Планирование интервью;1.125400396434605
249;4;Планирование интервью;Отклонен;565.2916562987076
250;1;Новый;Рассмотрение заказчиком;46.26121420163573
250;2;Рассмотрение заказчиком;Оценка кандидата;444.899525498973
250;3;Оценка кандидата;Отклонен;348.4039322241426
251;1;Новый;Рассмотрение заказчиком;473.2082037260382
251;2;Рассмотрение заказчиком;Интервью;379.7448358736522
251;3;Интервью;Интервью;0.7731410052089502
251;4;Интервью;Интервью;1.917154764348788
251;5;Интервью;Интервью;1.379339276506449
251;6;Интервью;Планирование интервью;0.507267424194306
251;7;Планирование интервью;Отклонен;142.0609473633033
252;1;Новый;Рассмотрение заказчиком;152.987812364101
252;2;Рассмотрение заказчиком;Планирование интервью;278.0077861135809
252;3;Планирование интервью;Интервью;497.8449618314075
252;4;Интервью;Заполнение анкеты;1.122979286182294
252;5;Заполнение анкеты;Заполнение анкеты;231.2318986098887
252;6;Заполнение анкеты;Заполнение анкеты;51.77705862565567
252;7;Заполнение анкеты;Заполнение анкеты;54.92491634107262
252;8;Заполнение анкеты;Заполнение анкеты;47.81625432121771
252;9;Заполнение анкеты;Проверка;250.7013554339629
252;10;Проверка;Решение о найме;459.4544386731493
252;11;Решение о найме;Согласование офера в компании;74.16007694208318
252;12;Согласование офера в компании;Готов к оформлению;218.7083749071914
252;13;Готов к оформлению;Оформление;162.3591315416422
252;14;Оформление;Оформлен;2.209164113996148
253;1;Новый;Рассмотрение рекрутером;630.9563452863471
253;2;Рассмотрение рекрутером;Рассмотрение заказчиком;1.381797421401844
253;3;Рассмотрение заказчиком;Отклонен;618.6220459738827
254;1;Новый;Рассмотрение заказчиком;282.7068111303335
254;2;Рассмотрение заказчиком;Интервью;3.088983447495394
254;3;Интервью;Заполнение анкеты;0.811962812749898
254;4;Заполнение анкеты;Заполнение анкеты;247.2069039614977
254;5;Заполнение анкеты;Заполнение анкеты;63.19820471450183
254;6;Заполнение анкеты;Заполнение анкеты;317.5741576337635
254;7;Заполнение анкеты;Проверка;254.8305856391933
254;8;Проверка;Решение о найме;277.4631053778074
254;9;Решение о найме;Согласование офера в компании;121.645517102449
254;10;Согласование офера в компании;Готов к оформлению;178.5077454551702
254;11;Готов к оформлению;Оформление;18.87832420316727
254;12;Оформление;Оформлен;7.036941343390885
255;1;Новый;Рассмотрение заказчиком;99.71056598123887
255;2;Рассмотрение заказчиком;Оценка кандидата;116.9567145172996
255;3;Оценка кандидата;Отклонен;689.3687073923202
256;1;Новый;Рассмотрение рекрутером;160.2868123419263
256;2;Рассмотрение рекрутером;Планирование интервью;3.177320560903552
256;3;Планирование интервью;Отклонен;702.6839071049668
257;1;Новый;Рассмотрение рекрутером;236.0946904337496
257;2;Рассмотрение рекрутером;Самоотказ;2.716492313330678
257;3;Самоотказ;Отклонен;35.49025327638637
258;1;Новый;Рассмотрение рекрутером;40.9411022343555
258;2;Рассмотрение рекрутером;Не выходит на связь;1.402778816139325
258;3;Не выходит на связь;Отклонен;264.7213779412124
259;1;Новый;Рассмотрение рекрутером;61.82282908512509
259;2;Рассмотрение рекрутером;Планирование интервью;1.415982562762345
259;3;Планирование интервью;Отклонен;554.0693562025624
260;1;Новый;Рассмотрение рекрутером;168.6957441898922
260;2;Рассмотрение рекрутером;Планирование интервью;3.833651631545446
260;3;Планирование интервью;Отклонен;344.4411211503756
261;1;Новый;Рассмотрение заказчиком;392.3078696014592
261;2;Рассмотрение заказчиком;Оценка кандидата;597.4472975514927
261;3;Оценка кандидата;Отклонен;250.9924420180355
262;1;Новый;Рассмотрение заказчиком;167.5526083549593
262;2;Рассмотрение заказчиком;Интервью;153.6273583494244
262;3;Интервью;Интервью;0.9152791295432144
262;4;Интервью;Интервью;1.733216067394695
262;5;Интервью;Заполнение анкеты;0.5020513713297292
262;6;Заполнение анкеты;Проверка;47.60678712387457
262;7;Проверка;Решение о найме;212.5961922740325
262;8;Решение о найме;Согласование офера в компании;112.4481670350038
262;9;Согласование офера в компании;Готов к оформлению;228.0022967591753
262;10;Готов к оформлению;Оформление;31.75148241651684
262;11;Оформление;Оформлен;4.880151223448338
263;1;Новый;Рассмотрение рекрутером;198.3973116201425
263;2;Рассмотрение рекрутером;Самоотказ;2.698559030279689
263;3;Самоотказ;Отклонен;214.7677824237538
264;1;Новый;Рассмотрение заказчиком;640.9634536862101
264;2;Рассмотрение заказчиком;Оценка кандидата;432.1310976905204
264;3;Оценка кандидата;Отклонен;540.3386878421701
265;1;Новый;Рассмотрение рекрутером;69.06850089814048
265;2;Рассмотрение рекрутером;Готов к переводу;1.571521635023387
265;3;Готов к переводу;Оформлен;144.2586278125559
266;1;Новый;Рассмотрение рекрутером;588.9699966685041
266;2;Рассмотрение рекрутером;Оценка кандидата;2.29699241755488
266;3;Оценка кандидата;Отклонен;259.4407685433435
267;1;Новый;Рассмотрение заказчиком;77.35689596049747
267;2;Рассмотрение заказчиком;Оценка кандидата;163.6191609872003
267;3;Оценка кандидата;Отклонен;560.0023531260288
268;1;Новый;Рассмотрение рекрутером;588.0134966360649
268;2;Рассмотрение рекрутером;Самоотказ;1.04760741579854
268;3;Самоотказ;Отклонен;125.7759058775982
269;1;Новый;Рассмотрение рекрутером;107.8125651000106
269;2;Рассмотрение рекрутером;Отклонен;2.447303320441785
270;1;Новый;Рассмотрение заказчиком;595.3692992860401
270;2;Рассмотрение заказчиком;Интервью;54.14110421918267
270;3;Интервью;Заполнение анкеты;1.159815765877858
270;4;Заполнение анкеты;Проверка;46.82099218221217
270;5;Проверка;Решение о найме;293.2931109328222
270;6;Решение о найме;Согласование офера в компании;103.9115504100214
270;7;Согласование офера в компании;Готов к оформлению;104.8012321565572
270;8;Готов к оформлению;Оформление;54.19662642319236
270;9;Оформление;Оформлен;7.087802348190162
271;1;Новый;Рассмотрение заказчиком;576.5033418648118
271;2;Рассмотрение заказчиком;Интервью;397.021592452791
271;3;Интервью;Интервью;1.064163439820596
271;4;Интервью;Заполнение анкеты;1.416885146812629
271;5;Заполнение анкеты;Проверка;21.85621592486677
271;6;Проверка;Решение о найме;693.3321241288381
271;7;Решение о найме;Согласование офера в компании;21.66305804387436
271;8;Согласование офера в компании;Готов к оформлению;287.6499985900678
271;9;Готов к оформлению;Оформление;28.27143636127018
271;10;Оформление;Оформлен;2.365602676694701
272;1;Новый;Рассмотрение заказчиком;308.927256878329
272;2;Рассмотрение заказчиком;Отклонен;461.0578100192054
273;1;Новый;Рассмотрение заказчиком;695.3315600844476
273;2;Рассмотрение заказчиком;Оценка кандидата;362.5887635731888
273;3;Оценка кандидата;Отклонен;713.2169667896518
274;1;Новый;Рассмотрение рекрутером;457.7534436391796
274;2;Рассмотрение рекрутером;Планирование интервью;2.06179938339903
274;3;Планирование интервью;Отклонен;587.9864929195645
275;1;Новый;Рассмотрение рекрутером;98.53758016332898
275;2;Рассмотрение рекрутером;Резерв;2.407384941441088
275;3;Резерв;Не выходит на связь;6755.665769296431
275;4;Не выходит на связь;Резерв;582.1825170467528
275;5;Резерв;Рассмотрение рекрутером;6089.201608789855
275;6;Рассмотрение рекрутером;Отклонен;3.311533920689369
276;1;Новый;Рассмотрение заказчиком;517.6774052674392
276;2;Рассмотрение заказчиком;Интервью;342.6172411245395
276;3;Интервью;Заполнение анкеты;1.645759703361181
276;4;Заполнение анкеты;Проверка;246.8654025531655
276;5;Проверка;Решение о найме;697.8061881842968
276;6;Решение о найме;Согласование офера в компании;18.21155374010421
276;7;Согласование офера в компании;Готов к оформлению;233.4807955618461
276;8;Готов к оформлению;Оформление;108.2262648105659
276;9;Оформление;Оформлен;3.326772645373697
277;1;Новый;Рассмотрение рекрутером;479.6773939597043
277;2;Рассмотрение рекрутером;Самоотказ;2.999290086645762
277;3;Самоотказ;Отклонен;85.57816373741245
278;1;Новый;Рассмотрение заказчиком;348.4868043571564
278;2;Рассмотрение заказчиком;Планирование интервью;405.2512337295918
278;3;Планирование интервью;Отклонен;669.8715336698185
279;1;Новый;Рассмотрение заказчиком;127.0851784405799
279;2;Рассмотрение заказчиком;Оценка кандидата;19.47036562750135
279;3;Оценка кандидата;Отклонен;383.5057459189978
280;1;Новый;Рассмотрение заказчиком;701.4479759319022
280;2;Рассмотрение заказчиком;Интервью;420.5307045157102
280;3;Интервью;Заполнение анкеты;1.115527307868371
280;4;Заполнение анкеты;Заполнение анкеты;215.9623874896115
280;5;Заполнение анкеты;Заполнение анкеты;214.9741974383295
280;6;Заполнение анкеты;Заполнение анкеты;61.81194164304741
280;7;Заполнение анкеты;Проверка;156.0768007062005
280;8;Проверка;Решение о найме;284.7825463369678
280;9;Решение о найме;Согласование офера в компании;27.10126776870313
280;10;Согласование офера в компании;Готов к оформлению;171.2399276325266
280;11;Готов к оформлению;Оформление;26.40440494239595
280;12;Оформление;Оформлен;4.926332697288266
281;1;Новый;Рассмотрение заказчиком;200.3949511226399
281;2;Рассмотрение заказчиком;Оценка кандидата;553.4443188315281
281;3;Оценка кандидата;Отклонен;580.4893901385963
282;1;Новый;Рассмотрение рекрутером;197.9751156862189
282;2;Рассмотрение рекрутером;Готов к переводу;3.904737211967448
282;3;Готов к переводу;Оформлен;59.91282512903644
283;1;Новый;Рассмотрение рекрутером;280.879432180513
283;2;Рассмотрение рекрутером;Готов к переводу;3.480109156116066
283;3;Готов к переводу;Отклонен;73.4195041302311
284;1;Новый;Рассмотрение рекрутером;221.8722243695044
284;2;Рассмотрение рекрутером;Планирование интервью;1.282751497239302
284;3;Планирование интервью;Интервью;272.0816151457749
284;4;Интервью;Заполнение анкеты;1.708126583243922
284;5;Заполнение анкеты;Заполнение анкеты;154.1160629782651
284;6;Заполнение анкеты;Проверка;167.4406066137367
284;7;Проверка;Решение о найме;420.8406196166752
284;8;Решение о найме;Согласование офера в компании;131.7038035460358
284;9;Согласование офера в компании;Готов к оформлению;312.9780147647697
284;10;Готов к оформлению;Оформление;74.88637092836801
284;11;Оформление;Оформлен;6.224885085715869
285;1;Новый;Рассмотрение заказчиком;467.1382027120133
285;2;Рассмотрение заказчиком;Отклонен;70.79352935383527
286;1;Новый;Рассмотрение заказчиком;159.7886090623893
286;2;Рассмотрение заказчиком;Оценка кандидата;537.2693595186454
286;3;Оценка кандидата;Отклонен;283.7489203452781
287;1;Новый;Рассмотрение заказчиком;241.8053942515147
287;2;Рассмотрение заказчиком;Интервью;717.3746510627988
287;3;Интервью;Интервью;0.6565740989134077
287;4;Интервью;Интервью;0.7720885566503508
287;5;Интервью;Интервью;1.944150596217376
287;6;Интервью;Интервью;0.6025159249277762
287;7;Интервью;Планирование интервью;0.9492079966991767
287;8;Планирование интервью;Интервью;123.168067042289
287;9;Интервью;Интервью;1.039092383088456
287;10;Интервью;Заполнение анкеты;0.5732213940501216
287;11;Заполнение анкеты;Заполнение анкеты;5.786291769506693
287;12;Заполнение анкеты;Проверка;110.1701804450247
287;13;Проверка;Решение о найме;292.3703351013679
287;14;Решение о найме;Согласование офера в компании;147.9546672868392
287;15;Согласование офера в компании;Готов к оформлению;147.1334620153874
287;16;Готов к оформлению;Оформление;53.9287624915585
287;17;Оформление;Оформлен;7.690750559732513
288;1;Новый;Рассмотрение заказчиком;104.0270587880575
288;2;Рассмотрение заказчиком;Оценка кандидата;142.8845142577722
288;3;Оценка кандидата;Отклонен;189.355129331713
289;1;Новый;Рассмотрение заказчиком;710.7443673909655
289;2;Рассмотрение заказчиком;Отклонен;317.5717255295475
290;1;Новый;Рассмотрение рекрутером;210.9665709010402
290;2;Рассмотрение рекрутером;Отклонен;1.629068418859471
291;1;Новый;Рассмотрение рекрутером;88.92251768018113
291;2;Рассмотрение рекрутером;Не выходит на связь;2.554318161370514
291;3;Не выходит на связь;Готов к переводу;499.9468837005098
291;4;Готов к переводу;Оформлен;224.7177567339697
292;1;Новый;Рассмотрение заказчиком;394.7790499756608
292;2;Рассмотрение заказчиком;Интервью;232.5637897050291
292;3;Интервью;Интервью;1.156778054104407
292;4;Интервью;Интервью;1.067783947135588
292;5;Интервью;Планирование интервью;1.197438954436219
292;6;Планирование интервью;Интервью;522.6131962776241
292;7;Интервью;Интервью;0.8533361840564249
292;8;Интервью;Интервью;1.348820985276043
292;9;Интервью;Интервью;1.669151512410397
292;10;Интервью;Планирование интервью;1.539283232934397
292;11;Планирование интервью;Интервью;268.1659509094429
292;12;Интервью;Интервью;1.817958869517511
292;13;Интервью;Интервью;0.7501988047346486
292;14;Интервью;Заполнение анкеты;1.044202622582752
292;15;Заполнение анкеты;Заполнение анкеты;18.7842908625047
292;16;Заполнение анкеты;Заполнение анкеты;34.80112199778425
292;17;Заполнение анкеты;Проверка;130.7063431278878
292;18;Проверка;Решение о найме;386.7218016014097
292;19;Решение о найме;Согласование офера в компании;12.98893689296173
292;20;Согласование офера в компании;Готов к оформлению;77.9097484382877
292;21;Готов к оформлению;Оформление;142.9875562564246
292;22;Оформление;Оформлен;2.963501487185188
293;1;Новый;Рассмотрение заказчиком;348.9987109992309
293;2;Рассмотрение заказчиком;Интервью;197.0517009005262
293;3;Интервью;Интервью;0.9426419515882442
293;4;Интервью;Интервью;1.024296229483503
293;5;Интервью;Интервью;0.7681837761242842
293;6;Интервью;Интервью;0.682362796331475
293;7;Интервью;Планирование интервью;1.862675706585836
293;8;Планирование интервью;Интервью;435.0771626846037
293;9;Интервью;Заполнение анкеты;1.587416574655943
293;10;Заполнение анкеты;Проверка;335.2603108004302
293;11;Проверка;Решение о найме;274.0249782672897
293;12;Решение о найме;Согласование офера в компании;114.8395668181488
293;13;Согласование офера в компании;Готов к оформлению;257.5328805030719
293;14;Готов к оформлению;Оформление;106.4496987936128
293;15;Оформление;Оформлен;1.953608785517326
294;1;Новый;Рассмотрение заказчиком;445.8560473658876
294;2;Рассмотрение заказчиком;Интервью;478.6851062872252
294;3;Интервью;Заполнение анкеты;0.6295896887078951
294;4;Заполнение анкеты;Проверка;232.9187539652322
294;5;Проверка;Решение о найме;702.0043626267853
294;6;Решение о найме;Согласование офера в компании;66.18102458167574
294;7;Согласование офера в компании;Готов к оформлению;160.8836454089658
294;8;Готов к оформлению;Оформление;51.2418479682954
294;9;Оформление;Оформлен;5.190132655189287
295;1;Новый;Рассмотрение рекрутером;182.8470540298471
295;2;Рассмотрение рекрутером;Резерв;2.666017944171447
295;3;Резерв;Отклонен;5421.057384681488
296;1;Новый;Рассмотрение рекрутером;225.2868493562553
296;2;Рассмотрение рекрутером;Самоотказ;3.407940294020034
296;3;Самоотказ;Отклонен;16.4469627283755
297;1;Новый;Рассмотрение заказчиком;718.4322061204329
297;2;Рассмотрение заказчиком;Оценка кандидата;385.7638378373408
297;3;Оценка кандидата;Отклонен;464.578094919485
298;1;Новый;Рассмотрение рекрутером;7.95110071277118
298;2;Рассмотрение рекрутером;Рассмотрение заказчиком;3.502244386489637
298;3;Рассмотрение заказчиком;Интервью;121.9549466438382
298;4;Интервью;Планирование интервью;1.225168472460423
298;5;Планирование интервью;Интервью;340.1371266637552
298;6;Интервью;Планирование интервью;1.443011995386621
298;7;Планирование интервью;Отклонен;186.8154526331022
299;1;Новый;Рассмотрение заказчиком;73.516052936283
299;2;Рассмотрение заказчиком;Интервью;171.5209784560689
299;3;Интервью;Интервью;1.637819989757356
299;4;Интервью;Планирование интервью;0.9355164612416901
299;5;Планирование интервью;Интервью;237.6516552909601
299;6;Интервью;Интервью;1.586438580650069
299;7;Интервью;Планирование интервью;1.900751022147126
299;8;Планирование интервью;Интервью;490.8711966137418
299;9;Интервью;Планирование интервью;1.977999726541726
299;10;Планирование интервью;Отклонен;397.5722203279651
300;1;Новый;Рассмотрение рекрутером;649.2506590230976
300;2;Рассмотрение рекрутером;Рассмотрение заказчиком;2.749259199685349
300;3;Рассмотрение заказчиком;Планирование интервью;28.32155933793662
300;4;Планирование интервью;Интервью;663.9727159829674
300;5;Интервью;Заполнение анкеты;0.8699637284509812
300;6;Заполнение анкеты;Проверка;31.19398400009552
300;7;Проверка;Решение о найме;296.209227689094
300;8;Решение о найме;Согласование офера в компании;26.17486255995555
300;9;Согласование офера в компании;Готов к оформлению;83.43233037480967
300;10;Готов к оформлению;Оформление;138.6114198206767
300;11;Оформление;Оформлен;5.369400856046403
301;1;Новый;Рассмотрение рекрутером;226.9085620340226
301;2;Рассмотрение рекрутером;Рассмотрение заказчиком;1.076014947438496
301;3;Рассмотрение заказчиком;Интервью;684.7667419837215
301;4;Интервью;Интервью;1.220942706392968
301;5;Интервью;Интервью;1.246040129552809
301;6;Интервью;Планирование интервью;1.139736852045051
301;7;Планирование интервью;Интервью;286.942427403131
301;8;Интервью;Интервью;0.7659680092318079
301;9;Интервью;Планирование интервью;1.885120366976047
301;10;Планирование интервью;Отклонен;458.6256437936764
302;1;Новый;Рассмотрение рекрутером;58.19427217270139
302;2;Рассмотрение рекрутером;Планирование интервью;2.595781047865089
302;3;Планирование интервью;Отклонен;690.1848255249993
303;1;Новый;Рассмотрение заказчиком;305.9799528469194
303;2;Рассмотрение заказчиком;Планирование интервью;67.96262374151215
303;3;Планирование интервью;Интервью;614.5751513620643
303;4;Интервью;Интервью;0.5329785553858533
303;5;Интервью;Интервью;1.74019612115527
303;6;Интервью;Планирование интервью;1.074369217274828
303;7;Планирование интервью;Интервью;409.4769949049444
303;8;Интервью;Заполнение анкеты;1.885799393588111
303;9;Заполнение анкеты;Заполнение анкеты;322.0430211563693
303;10;Заполнение анкеты;Проверка;20.68959680970264
303;11;Проверка;Решение о найме;319.4364234863299
303;12;Решение о найме;Согласование офера в компании;97.47387212683356
303;13;Согласование офера в компании;Готов к оформлению;70.63630808525335
303;14;Готов к оформлению;Оформление;61.43276429314344
303;15;Оформление;Оформлен;6.344273091229545
304;1;Новый;Рассмотрение заказчиком;681.6999309231624
304;2;Рассмотрение заказчиком;Оценка кандидата;67.40870104578717
304;3;Оценка кандидата;Отклонен;649.8408331749785
305;1;Новый;Рассмотрение рекрутером;291.3028503356641
305;2;Рассмотрение рекрутером;Рассмотрение заказчиком;2.262986022594484
305;3;Рассмотрение заказчиком;Планирование интервью;29.36551919551428
305;4;Планирование интервью;Интервью;187.1065243695132
305;5;Интервью;Интервью;0.7415253466625679
305;6;Интервью;Заполнение анкеты;1.474721202795339
305;7;Заполнение анкеты;Проверка;166.4762985261308
305;8;Проверка;Решение о найме;566.6407818255745
305;9;Решение о найме;Согласование офера в компании;37.57760381260859
305;10;Согласование офера в компании;Готов к оформлению;49.85780336771946
305;11;Готов к оформлению;Оформление;120.8414113397634
305;12;Оформление;Оформлен;6.441605816667041
306;1;Новый;Рассмотрение заказчиком;452.6347323079909
306;2;Рассмотрение заказчиком;Оценка кандидата;645.9424625784616
306;3;Оценка кандидата;Отклонен;365.8430464167564
307;1;Новый;Рассмотрение рекрутером;678.8017719753398
307;2;Рассмотрение рекрутером;Планирование интервью;3.097634928716876
307;3;Планирование интервью;Интервью;362.62996734481
307;4;Интервью;Интервью;1.398744707500345
307;5;Интервью;Планирование интервью;1.853116986768561
307;6;Планирование интервью;Интервью;647.4234247239066
307;7;Интервью;Интервью;1.265191194388144
307;8;Интервью;Планирование интервью;0.8071091866350586
307;9;Планирование интервью;Интервью;632.1797372508312
307;10;Интервью;Заполнение анкеты;0.8052631944516391
307;11;Заполнение анкеты;Заполнение анкеты;289.1393545505043
307;12;Заполнение анкеты;Проверка;273.0161786850431
307;13;Проверка;Решение о найме;149.2274305356987
307;14;Решение о найме;Согласование офера в компании;120.8793553784688
307;15;Согласование офера в компании;Готов к оформлению;263.5036793569272
307;16;Готов к оформлению;Оформление;130.6833278341186
307;17;Оформление;Оформлен;7.263599652549074
308;1;Новый;Рассмотрение рекрутером;323.8306778793885
308;2;Рассмотрение рекрутером;Самоотказ;2.792664920164829
308;3;Самоотказ;Отклонен;37.0418149627274
309;1;Новый;Рассмотрение рекрутером;539.4648473782258
309;2;Рассмотрение рекрутером;Самоотказ;1.53489401243968
309;3;Самоотказ;Отклонен;260.8190030693187
310;1;Новый;Рассмотрение заказчиком;543.164109296646
310;2;Рассмотрение заказчиком;Оценка кандидата;543.1528447952287
310;3;Оценка кандидата;Отклонен;701.5554000106175
311;1;Новый;Рассмотрение заказчиком;3.961837848557319
311;2;Рассмотрение заказчиком;Интервью;456.891983067854
311;3;Интервью;Заполнение анкеты;1.417613290683736
311;4;Заполнение анкеты;Проверка;133.3808683554771
311;5;Проверка;Решение о найме;272.5765739932325
311;6;Решение о найме;Согласование офера в компании;74.1199583558919
311;7;Согласование офера в компании;Готов к оформлению;76.61318437875819
311;8;Готов к оформлению;Оформление;130.8130670905634
311;9;Оформление;Оформлен;1.963980947896301
312;1;Новый;Рассмотрение заказчиком;705.9964535418819
312;2;Рассмотрение заказчиком;Оценка кандидата;619.3311774251289
312;3;Оценка кандидата;Отклонен;81.17338792837747
313;1;Новый;Рассмотрение заказчиком;210.9499455373642
313;2;Рассмотрение заказчиком;Оценка кандидата;280.5960636352689
313;3;Оценка кандидата;Отклонен;489.7641554499798
314;1;Новый;Рассмотрение заказчиком;351.3575967052208
314;2;Рассмотрение заказчиком;Интервью;548.8220363792212
314;3;Интервью;Заполнение анкеты;0.508772214973483
314;4;Заполнение анкеты;Заполнение анкеты;329.1534786782346
314;5;Заполнение анкеты;Заполнение анкеты;305.7560652133445
314;6;Заполнение анкеты;Заполнение анкеты;273.3726966583433
314;7;Заполнение анкеты;Заполнение анкеты;83.7910788641063
314;8;Заполнение анкеты;Заполнение анкеты;243.3303716238189
314;9;Заполнение анкеты;Проверка;96.12158151647468
314;10;Проверка;Решение о найме;458.457355004222
314;11;Решение о найме;Согласование офера в компании;146.707835866598
314;12;Согласование офера в компании;Готов к оформлению;30.39568074695853
314;13;Готов к оформлению;Оформление;68.86307103334101
314;14;Оформление;Оформлен;5.057323037821954
315;1;Новый;Рассмотрение рекрутером;351.2565477429093
315;2;Рассмотрение рекрутером;Планирование интервью;1.235433036812531
315;3;Планирование интервью;Отклонен;312.9723019908275
316;1;Новый;Рассмотрение заказчиком;22.86151345428609
316;2;Рассмотрение заказчиком;Интервью;293.3590840596224
316;3;Интервью;Интервью;0.5326039732399086
316;4;Интервью;Планирование интервью;0.6405923013219659
316;5;Планирование интервью;Отклонен;332.3136860768887
317;1;Новый;Рассмотрение рекрутером;440.4610241449586
317;2;Рассмотрение рекрутером;Готов к переводу;2.550331627035408
317;3;Готов к переводу;Оформлен;135.3661226612581
318;1;Новый;Рассмотрение рекрутером;494.5014402887203
318;2;Рассмотрение рекрутером;Готов к переводу;1.841244649013323
318;3;Готов к переводу;Оформлен;266.6469040659614
319;1;Новый;Рассмотрение рекрутером;244.5335092157378
319;2;Рассмотрение рекрутером;Рассмотрение заказчиком;3.544727972120779
319;3;Рассмотрение заказчиком;Интервью;125.6058037174157
319;4;Интервью;Заполнение анкеты;1.790059345559285
319;5;Заполнение анкеты;Проверка;211.3448241168691
319;6;Проверка;Решение о найме;277.6405027072898
319;7;Решение о найме;Согласование офера в компании;61.35011682234967
319;8;Согласование офера в компании;Готов к оформлению;249.357094722377
319;9;Готов к оформлению;Оформление;108.3563216783702
319;10;Оформление;Оформлен;3.283287455372939
320;1;Новый;Рассмотрение заказчиком;55.46283415885075
320;2;Рассмотрение заказчиком;Интервью;709.6914610908402
320;3;Интервью;Заполнение анкеты;1.7315911895953
320;4;Заполнение анкеты;Заполнение анкеты;3.166833459750966
320;5;Заполнение анкеты;Заполнение анкеты;192.7497692118864
320;6;Заполнение анкеты;Проверка;182.3871930890932
320;7;Проверка;Решение о найме;121.8879755336572
320;8;Решение о найме;Согласование офера в компании;3.127461312492237
320;9;Согласование офера в компании;Готов к оформлению;193.2390263837225
320;10;Готов к оформлению;Оформление;51.48167181053274
320;11;Оформление;Оформлен;6.251507709684172
321;1;Новый;Рассмотрение рекрутером;595.4868247539915
321;2;Рассмотрение рекрутером;Планирование интервью;2.782060032135792
321;3;Планирование интервью;Интервью;708.352317124109
321;4;Интервью;Интервью;0.8033091126415989
321;5;Интервью;Интервью;1.040659392565565
321;6;Интервью;Интервью;1.525293462503526
321;7;Интервью;Планирование интервью;1.321567418883127
321;8;Планирование интервью;Интервью;460.4727806627004
321;9;Интервью;Интервью;1.37475848767514
321;10;Интервью;Заполнение анкеты;1.359142566073244
321;11;Заполнение анкеты;Проверка;142.754429890405
321;12;Проверка;Решение о найме;208.6388565896348
321;13;Решение о найме;Согласование офера в компании;55.79650094378059
321;14;Согласование офера в компании;Готов к оформлению;139.1589181588165
321;15;Готов к оформлению;Оформление;151.6212767704448
321;16;Оформление;Оформлен;2.05604191868508
322;1;Новый;Рассмотрение рекрутером;209.704649587518
322;2;Рассмотрение рекрутером;Рассмотрение заказчиком;3.402465090881647
322;3;Рассмотрение заказчиком;Оценка кандидата;640.26488104561
322;4;Оценка кандидата;Отклонен;552.2912930552097
323;1;Новый;Рассмотрение заказчиком;165.7791232788333
323;2;Рассмотрение заказчиком;Отклонен;468.3437585684795
324;1;Новый;Рассмотрение заказчиком;726.9635018775423
324;2;Рассмотрение заказчиком;Интервью;133.9715172170875
324;3;Интервью;Планирование интервью;1.316541068392668
324;4;Планирование интервью;Интервью;410.1854421816362
324;5;Интервью;Интервью;1.426824227760704
324;6;Интервью;Заполнение анкеты;1.693432244151716
324;7;Заполнение анкеты;Заполнение анкеты;324.0150219373234
324;8;Заполнение анкеты;Заполнение анкеты;284.9639297934519
324;9;Заполнение анкеты;Заполнение анкеты;182.0867333861312
324;10;Заполнение анкеты;Заполнение анкеты;271.0813867498477
324;11;Заполнение анкеты;Заполнение анкеты;315.7884162702501
324;12;Заполнение анкеты;Заполнение анкеты;149.0108835152135
