case_id,line_id,from,to,time,start_time,end_time
84,15,Готов к оформлению,Оформление,84.47480448200731,2024-04-06 01:00:39.434203,2024-04-09 13:29:08.434203
84,16,Оформление,Оформлен,4.490776866708917,2024-04-09 13:29:08.434203,2024-04-09 17:58:35.434203
85,1,Новый,Рассмотрение рекрутером,694.2599451132224,2024-01-01 00:02:11.262764,2024-01-29 22:17:46.262764
85,2,Рассмотрение рекрутером,Отклонен,2.85901718571797,2024-01-29 22:17:46.262764,2024-01-30 01:09:19.262764
86,1,Новый,Рассмотрение рекрутером,565.1240903244811,2024-01-01 00:03:36.353539,2024-01-24 13:11:02.353539
86,2,Рассмотрение рекрутером,Готов к переводу,2.13586727969763,2024-01-24 13:11:02.353539,2024-01-24 15:19:11.353539
86,3,Готов к переводу,Отклонен,50.16616239400105,2024-01-24 15:19:11.353539,2024-01-26 17:29:10.353539
87,1,Новый,Рассмотрение заказчиком,222.2605793585909,2024-01-01 00:01:07.760541,2024-01-10 06:16:45.760541
87,2,Рассмотрение заказчиком,Отклонен,265.3185740571107,2024-01-10 06:16:45.760541,2024-01-21 07:35:51.760541
88,1,Новый,Рассмотрение рекрутером,437.7614919567618,2024-01-01 00:01:17.651701,2024-01-19 05:46:58.651701
88,2,Рассмотрение рекрутером,Самоотказ,3.085887922392941,2024-01-19 05:46:58.651701,2024-01-19 08:52:07.651701
88,3,Самоотказ,Отклонен,30.12952932495148,2024-01-19 08:52:07.651701,2024-01-20 14:59:53.651701
89,1,Новый,Рассмотрение рекрутером,633.054969849304,2024-01-01 00:04:21.535339,2024-01-27 09:07:38.535339
89,2,Рассмотрение рекрутером,Отклонен,2.295587445793821,2024-01-27 09:07:38.535339,2024-01-27 11:25:23.535339
90,1,Новый,Рассмотрение рекрутером,142.7304990838879,2024-01-01 00:01:07.927071,2024-01-06 22:44:56.927071
90,2,Рассмотрение рекрутером,Резерв,3.702448978345763,2024-01-06 22:44:56.927071,2024-01-07 02:27:05.927071
90,3,Резерв,Не выходит на связь,5021.439674295594,2024-01-07 02:27:05.927071,2024-08-03 07:53:28.927071
90,4,Не выходит на связь,Готов к переводу,417.208979599098,2024-08-03 07:53:28.927071,2024-08-20 17:06:00.927071
90,5,Готов к переводу,Оформлен,69.61995159046354,2024-08-20 17:06:00.927071,2024-08-23 14:43:12.927071
91,1,Новый,Рассмотрение рекрутером,660.8251413922355,2024-01-01 00:05:35.564037,2024-01-28 12:55:05.564037
91,2,Рассмотрение рекрутером,Планирование интервью,2.515940395175603,2024-01-28 12:55:05.564037,2024-01-28 15:26:02.564037
91,3,Планирование интервью,Отклонен,36.79617253319911,2024-01-28 15:26:02.564037,2024-01-30 04:13:49.564037
92,1,Новый,Рассмотрение заказчиком,586.9283560971683,2024-01-01 00:03:36.206306,2024-01-25 10:59:18.206306
92,2,Рассмотрение заказчиком,Отклонен,314.4292552124238,2024-01-25 10:59:18.206306,2024-02-07 13:25:03.206306
93,1,Новый,Рассмотрение рекрутером,117.738894866807,2024-01-01 00:05:07.894399,2024-01-05 21:49:27.894399
93,2,Рассмотрение рекрутером,Не выходит на связь,1.327601683161517,2024-01-05 21:49:27.894399,2024-01-05 23:09:06.894399
93,3,Не выходит на связь,Отклонен,714.9004859051735,2024-01-05 23:09:06.894399,2024-02-04 18:03:08.894399
94,1,Новый,Рассмотрение рекрутером,208.110574181883,2024-01-01 00:03:18.899418,2024-01-09 16:09:56.899418
94,2,Рассмотрение рекрутером,Планирование интервью,1.54765035851878,2024-01-09 16:09:56.899418,2024-01-09 17:42:47.899418
94,3,Планирование интервью,Интервью,601.5414702315273,2024-01-09 17:42:47.899418,2024-02-03 19:15:16.899418
94,4,Интервью,Интервью,1.010413681126029,2024-02-03 19:15:16.899418,2024-02-03 20:15:54.899418
94,5,Интервью,Интервью,1.869824837546183,2024-02-03 20:15:54.899418,2024-02-03 22:08:05.899418
94,6,Интервью,Планирование интервью,0.6316945783924723,2024-02-03 22:08:05.899418,2024-02-03 22:45:59.899418
94,7,Планирование интервью,Интервью,608.5190022555536,2024-02-03 22:45:59.899418,2024-02-29 07:17:08.899418
94,8,Интервью,Интервью,1.750545058338693,2024-02-29 07:17:08.899418,2024-02-29 09:02:10.899418
94,9,Интервью,Интервью,0.8839631267699384,2024-02-29 09:02:10.899418,2024-02-29 09:55:12.899418
94,10,Интервью,Интервью,1.938302109134186,2024-02-29 09:55:12.899418,2024-02-29 11:51:30.899418
94,11,Интервью,Интервью,0.8807537990592745,2024-02-29 11:51:30.899418,2024-02-29 12:44:21.899418
94,12,Интервью,Планирование интервью,1.130973448475007,2024-02-29 12:44:21.899418,2024-02-29 13:52:12.899418
94,13,Планирование интервью,Интервью,347.3745828791509,2024-02-29 13:52:12.899418,2024-03-15 01:14:41.899418
94,14,Интервью,Интервью,0.6115525104377018,2024-03-15 01:14:41.899418,2024-03-15 01:51:22.899418
94,15,Интервью,Интервью,0.6087163109141644,2024-03-15 01:51:22.899418,2024-03-15 02:27:54.899418
94,16,Интервью,Интервью,0.5558481167420262,2024-03-15 02:27:54.899418,2024-03-15 03:01:15.899418
94,17,Интервью,Заполнение анкеты,1.858776693939259,2024-03-15 03:01:15.899418,2024-03-15 04:52:46.899418
94,18,Заполнение анкеты,Проверка,127.3870073789469,2024-03-15 04:52:46.899418,2024-03-20 12:15:59.899418
94,19,Проверка,Решение о найме,712.3162253034751,2024-03-20 12:15:59.899418,2024-04-19 04:34:58.899418
94,20,Решение о найме,Согласование офера в компании,141.2356821819524,2024-04-19 04:34:58.899418,2024-04-25 01:49:06.899418
94,21,Согласование офера в компании,Готов к оформлению,69.198936885469,2024-04-25 01:49:06.899418,2024-04-27 23:01:02.899418
94,22,Готов к оформлению,Оформление,45.38709534537693,2024-04-27 23:01:02.899418,2024-04-29 20:24:16.899418
94,23,Оформление,Оформлен,3.316453160427483,2024-04-29 20:24:16.899418,2024-04-29 23:43:15.899418
95,1,Новый,Рассмотрение заказчиком,687.1032095702185,2024-01-01 00:05:35.385994,2024-01-29 15:11:46.385994
95,2,Рассмотрение заказчиком,Интервью,411.7804296583647,2024-01-29 15:11:46.385994,2024-02-15 18:58:36.385994
95,3,Интервью,Интервью,0.5273531122949454,2024-02-15 18:58:36.385994,2024-02-15 19:30:14.385994
95,4,Интервью,Интервью,0.782528952425443,2024-02-15 19:30:14.385994,2024-02-15 20:17:11.385994
95,5,Интервью,Планирование интервью,1.971960268808559,2024-02-15 20:17:11.385994,2024-02-15 22:15:30.385994
95,6,Планирование интервью,Интервью,90.92498065199466,2024-02-15 22:15:30.385994,2024-02-19 17:11:00.385994
95,7,Интервью,Интервью,1.284638080097979,2024-02-19 17:11:00.385994,2024-02-19 18:28:05.385994
95,8,Интервью,Планирование интервью,1.689587868249413,2024-02-19 18:28:05.385994,2024-02-19 20:09:27.385994
95,9,Планирование интервью,Отклонен,554.740161886193,2024-02-19 20:09:27.385994,2024-03-13 22:53:52.385994
96,1,Новый,Рассмотрение заказчиком,51.54888938725678,2024-01-01 00:02:53.067433,2024-01-03 03:35:49.067433
96,2,Рассмотрение заказчиком,Планирование интервью,204.3880726677624,2024-01-03 03:35:49.067433,2024-01-11 15:59:06.067433
96,3,Планирование интервью,Отклонен,401.3687741139983,2024-01-11 15:59:06.067433,2024-01-28 09:21:13.067433
97,1,Новый,Рассмотрение рекрутером,598.5616157258746,2024-01-01 00:02:00.955531,2024-01-25 22:35:41.955531
97,2,Рассмотрение рекрутером,Планирование интервью,3.874797508755873,2024-01-25 22:35:41.955531,2024-01-26 02:28:11.955531
97,3,Планирование интервью,Отклонен,95.32784079321604,2024-01-26 02:28:11.955531,2024-01-30 01:47:51.955531
98,1,Новый,Рассмотрение рекрутером,307.9728848344274,2024-01-01 00:04:58.172651,2024-01-13 20:03:20.172651
98,2,Рассмотрение рекрутером,Планирование интервью,2.765426464820075,2024-01-13 20:03:20.172651,2024-01-13 22:49:15.172651
98,3,Планирование интервью,Отклонен,42.18745333241351,2024-01-13 22:49:15.172651,2024-01-15 17:00:30.172651
99,1,Новый,Рассмотрение заказчиком,257.0664352900459,2024-01-01 00:05:57.346758,2024-01-11 17:09:56.346758
99,2,Рассмотрение заказчиком,Планирование интервью,58.13571598933358,2024-01-11 17:09:56.346758,2024-01-14 03:18:04.346758
99,3,Планирование интервью,Отклонен,300.2082673199448,2024-01-14 03:18:04.346758,2024-01-26 15:30:34.346758
100,1,Новый,Рассмотрение заказчиком,564.3976081352068,2024-01-01 00:03:36.839490,2024-01-24 12:27:27.839490
100,2,Рассмотрение заказчиком,Оценка кандидата,688.466291958099,2024-01-24 12:27:27.839490,2024-02-22 04:55:26.839490
100,3,Оценка кандидата,Отклонен,312.0109043332045,2024-02-22 04:55:26.839490,2024-03-06 04:56:05.839490
101,1,Новый,Рассмотрение рекрутером,11.24563042776426,2024-01-01 00:05:05.257988,2024-01-01 11:19:49.257988
101,2,Рассмотрение рекрутером,Отклонен,2.021555086395053,2024-01-01 11:19:49.257988,2024-01-01 13:21:06.257988
102,1,Новый,Рассмотрение рекрутером,181.8212038785639,2024-01-01 00:05:39.130087,2024-01-08 13:54:55.130087
102,2,Рассмотрение рекрутером,Планирование интервью,1.594022695089152,2024-01-08 13:54:55.130087,2024-01-08 15:30:33.130087
102,3,Планирование интервью,Отклонен,461.4198544251682,2024-01-08 15:30:33.130087,2024-01-27 20:55:45.130087
103,1,Новый,Рассмотрение заказчиком,43.39471821840763,2024-01-01 00:02:25.557339,2024-01-02 19:26:05.557339
103,2,Рассмотрение заказчиком,Интервью,661.2374688186342,2024-01-02 19:26:05.557339,2024-01-30 08:40:20.557339
103,3,Интервью,Заполнение анкеты,1.142485774430823,2024-01-30 08:40:20.557339,2024-01-30 09:48:53.557339
103,4,Заполнение анкеты,Проверка,147.6537062414058,2024-01-30 09:48:53.557339,2024-02-05 13:28:07.557339
103,5,Проверка,Решение о найме,130.3857730091715,2024-02-05 13:28:07.557339,2024-02-10 23:51:15.557339
103,6,Решение о найме,Согласование офера в компании,44.47076351667668,2024-02-10 23:51:15.557339,2024-02-12 20:19:30.557339
103,7,Согласование офера в компании,Готов к оформлению,205.5129731651431,2024-02-12 20:19:30.557339,2024-02-21 09:50:17.557339
103,8,Готов к оформлению,Оформление,42.92484742217842,2024-02-21 09:50:17.557339,2024-02-23 04:45:46.557339
103,9,Оформление,Оформлен,2.223342749384732,2024-02-23 04:45:46.557339,2024-02-23 06:59:10.557339
104,1,Новый,Рассмотрение рекрутером,170.4592861375944,2024-01-01 00:01:25.369014,2024-01-08 02:28:58.369014
104,2,Рассмотрение рекрутером,Самоотказ,1.394321151612338,2024-01-08 02:28:58.369014,2024-01-08 03:52:37.369014
104,3,Самоотказ,Отклонен,76.02528389920106,2024-01-08 03:52:37.369014,2024-01-11 07:54:09.369014
105,1,Новый,Рассмотрение заказчиком,502.7071839724579,2024-01-01 00:01:13.322944,2024-01-21 22:43:38.322944
105,2,Рассмотрение заказчиком,Оценка кандидата,675.2356463484065,2024-01-21 22:43:38.322944,2024-02-19 01:57:47.322944
105,3,Оценка кандидата,Отклонен,388.0621389611215,2024-02-19 01:57:47.322944,2024-03-06 06:01:30.322944
106,1,Новый,Рассмотрение заказчиком,523.7225809147628,2024-01-01 00:02:19.656782,2024-01-22 19:45:40.656782
106,2,Рассмотрение заказчиком,Интервью,14.5083298599239,2024-01-22 19:45:40.656782,2024-01-23 10:16:10.656782
106,3,Интервью,Планирование интервью,0.8076702744493168,2024-01-23 10:16:10.656782,2024-01-23 11:04:37.656782
106,4,Планирование интервью,Интервью,326.8655323279816,2024-01-23 11:04:37.656782,2024-02-06 01:56:33.656782
106,5,Интервью,Заполнение анкеты,1.555489528182942,2024-02-06 01:56:33.656782,2024-02-06 03:29:53.656782
106,6,Заполнение анкеты,Проверка,171.8263333140219,2024-02-06 03:29:53.656782,2024-02-13 07:19:28.656782
106,7,Проверка,Решение о найме,162.0307908039236,2024-02-13 07:19:28.656782,2024-02-20 01:21:19.656782
106,8,Решение о найме,Согласование офера в компании,102.7050762130217,2024-02-20 01:21:19.656782,2024-02-24 08:03:37.656782
106,9,Согласование офера в компании,Готов к оформлению,66.908094292003,2024-02-24 08:03:37.656782,2024-02-27 02:58:06.656782
106,10,Готов к оформлению,Оформление,16.354203785556,2024-02-27 02:58:06.656782,2024-02-27 19:19:21.656782
106,11,Оформление,Оформлен,1.876930027569584,2024-02-27 19:19:21.656782,2024-02-27 21:11:58.656782
107,1,Новый,Рассмотрение рекрутером,12.28566004409812,2024-01-01 00:03:01.645769,2024-01-01 12:20:09.645769
107,2,Рассмотрение рекрутером,Планирование интервью,3.470054772775316,2024-01-01 12:20:09.645769,2024-01-01 15:48:21.645769
107,3,Планирование интервью,Интервью,78.340779338054,2024-01-01 15:48:21.645769,2024-01-04 22:08:48.645769
107,4,Интервью,Интервью,1.699973810286877,2024-01-04 22:08:48.645769,2024-01-04 23:50:48.645769
107,5,Интервью,Планирование интервью,1.17665008845437,2024-01-04 23:50:48.645769,2024-01-05 01:01:24.645769
107,6,Планирование интервью,Отклонен,328.9993505002128,2024-01-05 01:01:24.645769,2024-01-18 18:01:21.645769
108,1,Новый,Рассмотрение заказчиком,509.0431805835808,2024-01-01 00:00:50.393627,2024-01-22 05:03:25.393627
108,2,Рассмотрение заказчиком,Планирование интервью,221.0637570422879,2024-01-22 05:03:25.393627,2024-01-31 10:07:14.393627
108,3,Планирование интервью,Отклонен,534.1551286424178,2024-01-31 10:07:14.393627,2024-02-22 16:16:33.393627
109,1,Новый,Рассмотрение рекрутером,179.0343632141842,2024-01-01 00:01:58.279409,2024-01-08 11:04:01.279409
109,2,Рассмотрение рекрутером,Отклонен,1.298434272525838,2024-01-08 11:04:01.279409,2024-01-08 12:21:56.279409
110,1,Новый,Рассмотрение заказчиком,173.1958821794643,2024-01-01 00:01:25.113962,2024-01-08 05:13:10.113962
110,2,Рассмотрение заказчиком,Интервью,591.6379538759717,2024-01-08 05:13:10.113962,2024-02-01 20:51:26.113962
110,3,Интервью,Интервью,1.631766846561565,2024-02-01 20:51:26.113962,2024-02-01 22:29:21.113962
110,4,Интервью,Интервью,1.361607350091311,2024-02-01 22:29:21.113962,2024-02-01 23:51:02.113962
110,5,Интервью,Интервью,1.194062767089764,2024-02-01 23:51:02.113962,2024-02-02 01:02:41.113962
110,6,Интервью,Интервью,0.6377609741724328,2024-02-02 01:02:41.113962,2024-02-02 01:40:57.113962
110,7,Интервью,Интервью,1.890731900805887,2024-02-02 01:40:57.113962,2024-02-02 03:34:24.113962
110,8,Интервью,Планирование интервью,1.48546668466456,2024-02-02 03:34:24.113962,2024-02-02 05:03:31.113962
110,9,Планирование интервью,Интервью,105.223983983291,2024-02-02 05:03:31.113962,2024-02-06 14:16:58.113962
110,10,Интервью,Интервью,1.88338685242308,2024-02-06 14:16:58.113962,2024-02-06 16:09:58.113962
110,11,Интервью,Интервью,0.9234387622089004,2024-02-06 16:09:58.113962,2024-02-06 17:05:22.113962
110,12,Интервью,Интервью,1.962700009487017,2024-02-06 17:05:22.113962,2024-02-06 19:03:08.113962
110,13,Интервью,Планирование интервью,1.070965787699621,2024-02-06 19:03:08.113962,2024-02-06 20:07:23.113962
110,14,Планирование интервью,Интервью,300.3501692792321,2024-02-06 20:07:23.113962,2024-02-19 08:28:24.113962
110,15,Интервью,Интервью,1.473892191531593,2024-02-19 08:28:24.113962,2024-02-19 09:56:50.113962
110,16,Интервью,Заполнение анкеты,1.954614553451427,2024-02-19 09:56:50.113962,2024-02-19 11:54:07.113962
110,17,Заполнение анкеты,Проверка,33.4434675008881,2024-02-19 11:54:07.113962,2024-02-20 21:20:43.113962
110,18,Проверка,Решение о найме,233.9340279665718,2024-02-20 21:20:43.113962,2024-03-01 15:16:46.113962
110,19,Решение о найме,Согласование офера в компании,25.20568781586349,2024-03-01 15:16:46.113962,2024-03-02 16:29:06.113962
110,20,Согласование офера в компании,Готов к оформлению,177.0248447492583,2024-03-02 16:29:06.113962,2024-03-10 01:30:36.113962
110,21,Готов к оформлению,Оформление,5.333304265527654,2024-03-10 01:30:36.113962,2024-03-10 06:50:35.113962
110,22,Оформление,Оформлен,7.819860506898472,2024-03-10 06:50:35.113962,2024-03-10 14:39:47.113962
111,1,Новый,Рассмотрение рекрутером,552.845876894742,2024-01-01 00:02:14.237626,2024-01-24 00:52:59.237626
111,2,Рассмотрение рекрутером,Резерв,1.048892012546867,2024-01-24 00:52:59.237626,2024-01-24 01:55:55.237626
111,3,Резерв,Отклонен,3800.577717824972,2024-01-24 01:55:55.237626,2024-06-30 10:30:34.237626
112,1,Новый,Рассмотрение заказчиком,621.648403113137,2024-01-01 00:04:06.427740,2024-01-26 21:43:00.427740
112,2,Рассмотрение заказчиком,Отклонен,613.503321142231,2024-01-26 21:43:00.427740,2024-02-21 11:13:12.427740
113,1,Новый,Рассмотрение рекрутером,706.9338596152702,2024-01-01 00:04:12.121477,2024-01-30 11:00:13.121477
113,2,Рассмотрение рекрутером,Отклонен,1.420154820272415,2024-01-30 11:00:13.121477,2024-01-30 12:25:26.121477
114,1,Новый,Рассмотрение заказчиком,355.341463358663,2024-01-01 00:03:14.028799,2024-01-15 19:23:43.028799
114,2,Рассмотрение заказчиком,Планирование интервью,531.281869532665,2024-01-15 19:23:43.028799,2024-02-06 22:40:37.028799
114,3,Планирование интервью,Отклонен,593.3915879120659,2024-02-06 22:40:37.028799,2024-03-02 16:04:07.028799
115,1,Новый,Рассмотрение заказчиком,435.9162763376476,2024-01-01 00:01:36.738883,2024-01-19 03:56:34.738883
115,2,Рассмотрение заказчиком,Планирование интервью,446.7484994717549,2024-01-19 03:56:34.738883,2024-02-06 18:41:29.738883
115,3,Планирование интервью,Интервью,247.33008774469,2024-02-06 18:41:29.738883,2024-02-17 02:01:17.738883
115,4,Интервью,Интервью,0.803896499304346,2024-02-17 02:01:17.738883,2024-02-17 02:49:31.738883
115,5,Интервью,Интервью,1.54648083055822,2024-02-17 02:49:31.738883,2024-02-17 04:22:18.738883
115,6,Интервью,Заполнение анкеты,0.880639714941952,2024-02-17 04:22:18.738883,2024-02-17 05:15:09.738883
115,7,Заполнение анкеты,Проверка,225.6462150731748,2024-02-17 05:15:09.738883,2024-02-26 14:53:55.738883
115,8,Проверка,Решение о найме,164.7295131873076,2024-02-26 14:53:55.738883,2024-03-04 11:37:41.738883
115,9,Решение о найме,Согласование офера в компании,33.07981827265846,2024-03-04 11:37:41.738883,2024-03-05 20:42:29.738883
115,10,Согласование офера в компании,Готов к оформлению,134.4052848682203,2024-03-05 20:42:29.738883,2024-03-11 11:06:48.738883
115,11,Готов к оформлению,Оформление,7.586413458829519,2024-03-11 11:06:48.738883,2024-03-11 18:41:59.738883
115,12,Оформление,Оформлен,7.77938198777966,2024-03-11 18:41:59.738883,2024-03-12 02:28:45.738883
116,1,Новый,Рассмотрение заказчиком,640.9989063736291,2024-01-01 00:01:33.041459,2024-01-27 17:01:29.041459
116,2,Рассмотрение заказчиком,Оценка кандидата,483.2383811191565,2024-01-27 17:01:29.041459,2024-02-16 20:15:47.041459
116,3,Оценка кандидата,Отклонен,51.39246350471358,2024-02-16 20:15:47.041459,2024-02-18 23:39:20.041459
117,1,Новый,Рассмотрение рекрутером,49.10331620345261,2024-01-01 00:02:36.447050,2024-01-03 01:08:47.447050
117,2,Рассмотрение рекрутером,Рассмотрение заказчиком,3.816101762390403,2024-01-03 01:08:47.447050,2024-01-03 04:57:45.447050
117,3,Рассмотрение заказчиком,Интервью,665.7725679427485,2024-01-03 04:57:45.447050,2024-01-30 22:44:07.447050
117,4,Интервью,Планирование интервью,0.865255881092299,2024-01-30 22:44:07.447050,2024-01-30 23:36:02.447050
117,5,Планирование интервью,Отклонен,496.8439650797959,2024-01-30 23:36:02.447050,2024-02-20 16:26:40.447050
118,1,Новый,Рассмотрение рекрутером,358.8479787427152,2024-01-01 00:02:40.305509,2024-01-15 22:53:32.305509
118,2,Рассмотрение рекрутером,Отклонен,3.309468692742536,2024-01-15 22:53:32.305509,2024-01-16 02:12:06.305509
119,1,Новый,Рассмотрение заказчиком,29.08451742685892,2024-01-01 00:04:48.069294,2024-01-02 05:09:52.069294
119,2,Рассмотрение заказчиком,Оценка кандидата,164.5401027650122,2024-01-02 05:09:52.069294,2024-01-09 01:42:16.069294
119,3,Оценка кандидата,Отклонен,685.3942007026106,2024-01-09 01:42:16.069294,2024-02-06 15:05:55.069294
120,1,Новый,Рассмотрение заказчиком,427.9032638466392,2024-01-01 00:01:04.249456,2024-01-18 19:55:15.249456
120,2,Рассмотрение заказчиком,Оценка кандидата,292.4751853152762,2024-01-18 19:55:15.249456,2024-01-31 00:23:46.249456
120,3,Оценка кандидата,Отклонен,472.6607992194167,2024-01-31 00:23:46.249456,2024-02-19 17:03:25.249456
121,1,Новый,Рассмотрение рекрутером,679.0838272355123,2024-01-01 00:04:26.288248,2024-01-29 07:09:27.288248
121,2,Рассмотрение рекрутером,Самоотказ,2.917734515484869,2024-01-29 07:09:27.288248,2024-01-29 10:04:31.288248
121,3,Самоотказ,Отклонен,169.6312699791688,2024-01-29 10:04:31.288248,2024-02-05 11:42:24.288248
122,1,Новый,Рассмотрение рекрутером,76.85512740799294,2024-01-01 00:01:28.106396,2024-01-04 04:52:46.106396
122,2,Рассмотрение рекрутером,Планирование интервью,3.832764374918442,2024-01-04 04:52:46.106396,2024-01-04 08:42:44.106396
122,3,Планирование интервью,Интервью,683.4387488924551,2024-01-04 08:42:44.106396,2024-02-01 20:09:03.106396
122,4,Интервью,Интервью,1.89521290931012,2024-02-01 20:09:03.106396,2024-02-01 22:02:46.106396
122,5,Интервью,Интервью,0.9515251740751964,2024-02-01 22:02:46.106396,2024-02-01 22:59:52.106396
122,6,Интервью,Планирование интервью,1.458355069709043,2024-02-01 22:59:52.106396,2024-02-02 00:27:22.106396
122,7,Планирование интервью,Отклонен,380.8659618818534,2024-02-02 00:27:22.106396,2024-02-17 21:19:19.106396
123,1,Новый,Рассмотрение рекрутером,701.4934796291346,2024-01-01 00:03:40.581020,2024-01-30 05:33:16.581020
123,2,Рассмотрение рекрутером,Отклонен,1.952191410635208,2024-01-30 05:33:16.581020,2024-01-30 07:30:24.581020
124,1,Новый,Рассмотрение заказчиком,122.2389334894511,2024-01-01 00:00:51.390162,2024-01-06 02:15:11.390162
124,2,Рассмотрение заказчиком,Интервью,243.8075861314615,2024-01-06 02:15:11.390162,2024-01-16 06:03:38.390162
124,3,Интервью,Планирование интервью,0.6285421815925376,2024-01-16 06:03:38.390162,2024-01-16 06:41:21.390162
124,4,Планирование интервью,Интервью,129.7039153859024,2024-01-16 06:41:21.390162,2024-01-21 16:23:35.390162
124,5,Интервью,Заполнение анкеты,1.084682355418042,2024-01-21 16:23:35.390162,2024-01-21 17:28:40.390162
124,6,Заполнение анкеты,Заполнение анкеты,166.3457639373883,2024-01-21 17:28:40.390162,2024-01-28 15:49:24.390162
124,7,Заполнение анкеты,Заполнение анкеты,42.78719429835713,2024-01-28 15:49:24.390162,2024-01-30 10:36:38.390162
124,8,Заполнение анкеты,Заполнение анкеты,64.52620482307641,2024-01-30 10:36:38.390162,2024-02-02 03:08:13.390162
124,9,Заполнение анкеты,Проверка,90.21483807659118,2024-02-02 03:08:13.390162,2024-02-05 21:21:06.390162
124,10,Проверка,Решение о найме,133.6616079461114,2024-02-05 21:21:06.390162,2024-02-11 11:00:48.390162
124,11,Решение о найме,Согласование офера в компании,20.74631264407212,2024-02-11 11:00:48.390162,2024-02-12 07:45:35.390162
124,12,Согласование офера в компании,Готов к оформлению,167.2579914558306,2024-02-12 07:45:35.390162,2024-02-19 07:01:03.390162
124,13,Готов к оформлению,Оформление,129.0068336563604,2024-02-19 07:01:03.390162,2024-02-24 16:01:28.390162
124,14,Оформление,Оформлен,5.202676483218124,2024-02-24 16:01:28.390162,2024-02-24 21:13:38.390162
125,1,Новый,Рассмотрение заказчиком,620.8575536679015,2024-01-01 00:01:51.930281,2024-01-26 20:53:18.930281
125,2,Рассмотрение заказчиком,Оценка кандидата,410.1076771426522,2024-01-26 20:53:18.930281,2024-02-12 22:59:45.930281
125,3,Оценка кандидата,Отклонен,306.9547385669823,2024-02-12 22:59:45.930281,2024-02-25 17:57:02.930281
126,1,Новый,Рассмотрение заказчиком,13.20817077612352,2024-01-01 00:04:27.989725,2024-01-01 13:16:56.989725
126,2,Рассмотрение заказчиком,Оценка кандидата,187.469612311915,2024-01-01 13:16:56.989725,2024-01-09 08:45:07.989725
126,3,Оценка кандидата,Отклонен,129.072742509747,2024-01-09 08:45:07.989725,2024-01-14 17:49:28.989725
127,1,Новый,Рассмотрение рекрутером,459.0697503420303,2024-01-01 00:03:12.960746,2024-01-20 03:07:23.960746
127,2,Рассмотрение рекрутером,Планирование интервью,1.012221149550362,2024-01-20 03:07:23.960746,2024-01-20 04:08:07.960746
127,3,Планирование интервью,Интервью,308.1134397607391,2024-01-20 04:08:07.960746,2024-02-02 00:14:55.960746
127,4,Интервью,Планирование интервью,1.732375991956143,2024-02-02 00:14:55.960746,2024-02-02 01:58:52.960746
127,5,Планирование интервью,Отклонен,707.2801049195741,2024-02-02 01:58:52.960746,2024-03-02 13:15:40.960746
128,1,Новый,Рассмотрение рекрутером,170.9897551622415,2024-01-01 00:05:45.166868,2024-01-08 03:05:08.166868
128,2,Рассмотрение рекрутером,Планирование интервью,1.762580804208933,2024-01-08 03:05:08.166868,2024-01-08 04:50:53.166868
128,3,Планирование интервью,Интервью,644.1771789313318,2024-01-08 04:50:53.166868,2024-02-04 01:01:31.166868
128,4,Интервью,Планирование интервью,1.926763443311465,2024-02-04 01:01:31.166868,2024-02-04 02:57:07.166868
128,5,Планирование интервью,Интервью,207.9393474002582,2024-02-04 02:57:07.166868,2024-02-12 18:53:29.166868
128,6,Интервью,Планирование интервью,1.831400445757625,2024-02-12 18:53:29.166868,2024-02-12 20:43:22.166868
128,7,Планирование интервью,Отклонен,402.2342363829911,2024-02-12 20:43:22.166868,2024-02-29 14:57:25.166868
129,1,Новый,Рассмотрение заказчиком,236.9656792642444,2024-01-01 00:05:52.569468,2024-01-10 21:03:48.569468
129,2,Рассмотрение заказчиком,Оценка кандидата,728.6783507947797,2024-01-10 21:03:48.569468,2024-02-10 05:44:30.569468
129,3,Оценка кандидата,Отклонен,83.0769005028321,2024-02-10 05:44:30.569468,2024-02-13 16:49:07.569468
130,1,Новый,Рассмотрение рекрутером,383.6846997138599,2024-01-01 00:02:46.832925,2024-01-16 23:43:50.832925
130,2,Рассмотрение рекрутером,Не выходит на связь,1.699083174258432,2024-01-16 23:43:50.832925,2024-01-17 01:25:47.832925
130,3,Не выходит на связь,Рассмотрение заказчиком,706.0437435847557,2024-01-17 01:25:47.832925,2024-02-15 11:28:25.832925
130,4,Рассмотрение заказчиком,Оценка кандидата,186.7420039295862,2024-02-15 11:28:25.832925,2024-02-23 06:12:56.832925
130,5,Оценка кандидата,Отклонен,463.6732585888013,2024-02-23 06:12:56.832925,2024-03-13 13:53:20.832925
131,1,Новый,Рассмотрение рекрутером,633.068655257843,2024-01-01 00:02:20.772636,2024-01-27 09:06:27.772636
131,2,Рассмотрение рекрутером,Отклонен,1.008563429237828,2024-01-27 09:06:27.772636,2024-01-27 10:06:57.772636
132,1,Новый,Рассмотрение рекрутером,184.6958326433838,2024-01-01 00:04:30.393535,2024-01-08 16:46:14.393535
132,2,Рассмотрение рекрутером,Резерв,2.105988289883927,2024-01-08 16:46:14.393535,2024-01-08 18:52:36.393535
132,3,Резерв,Не выходит на связь,1068.348825189634,2024-01-08 18:52:36.393535,2024-02-22 07:13:32.393535
132,4,Не выходит на связь,Готов к переводу,537.9375089890908,2024-02-22 07:13:32.393535,2024-03-15 17:09:47.393535
